【84V10】高等学校学習指導要領（平成30年告示及び一部改正）コード表　Ver 1.0,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
水産,8193,ウ　〔指導項目〕の(3)については，各種レジャーダイビングに関する基礎的な内容を扱うこと。,84TM505230000000
水産,8194,エ　〔指導項目〕の(4)については，海洋気象及び海上におけるルールやマナーを扱うこと。,84TM505240000000
水産,8195,オ　〔指導項目〕の(5)については，指導者として安全を確保する立場を意識させながら，事故を未然に防ぐ方法や事故が発生した場合の対処法を扱うこと。,84TM505250000000
水産,8196,第３款　各科目にわたる指導計画の作成と内容の取扱い,84T0300000000000
水産,8197,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,84T0300100000000
水産,8198,(1) 単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，生徒の主体的・対話的で深い学びの実現を図るようにすること。その際，水産の見方・考え方を働かせ，水産業や海洋関連産業に関する事象を科学的に捉え，理解を深めるとともに，地域産業の振興や社会貢献に寄与するため，実践的・体験的な学習活動の充実を図ること。,84T0300110000000
水産,8199,(2) 水産に関する各学科においては，「水産海洋基礎」及び「課題研究」を原則として全ての生徒に履修させること。,84T0300120000000
水産,8200,(3) 水産に関する各学科においては，原則として水産科に属する科目に配当する総授業時数の10分の５以上を実験・実習に配当すること。また，実験・実習に当たっては，ホームプロジェクトを取り入れることもできること。,84T0300130000000
水産,8201,(4) 地域や産業界等との連携・交流を通じた実践的な学習活動や就業体験活動を積極的に取り入れるとともに，社会人講師を積極的に活用するなどの工夫に努めること。,84T0300140000000
水産,8202,(5) 障害のある生徒などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,84T0300150000000
水産,8203,２　内容の取扱いに当たっては，次の事項に配慮するものとする。,84T0300200000000
水産,8204,(1) 水産や海洋に関する課題を科学的・論理的に捉え，解決に向けた方策を自らの意見にまとめ，討議，発表する学習活動や，地域及び産業界等への学習成果の発信，研究発表などの機会を活用して，言語活動の充実を図ること。,84T0300210000000
水産,8205,(2) コンピュータや情報通信ネットワークなどの活用を図り，学習の効果を高めるよう工夫すること。,84T0300220000000
水産,8206,３　実験・実習を行うに当たっては，関連する法規等に従い，施設・設備や薬品等の安全管理に配慮し，学習環境を整えるとともに，事故防止や環境保全の指導を徹底し，安全と衛生に十分留意するものとする。,84T0300300000000
水産,8207,４　漁業乗船実習，機関乗船実習，体験乗船実習などを行う際には，綿密な計画を立て，所属の実習船により安全で効果的な実習が行われるよう留意するものとする。,84T0300400000000
家庭（専門）,8208,第５節　家　　　庭,84U0000000000000
家庭（専門）,8209,"第１款　目　標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，生活の質の向上と社会の発展を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",84U0100000000000
家庭（専門）,8210,(1) 生活産業の各分野について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,84U0100100000000
家庭（専門）,8211,(2) 生活産業に関する課題を発見し，職業人に求められる倫理観を踏まえ合理的かつ創造的に解決する力を養う。,84U0100200000000
家庭（専門）,8212,(3) 職業人として必要な豊かな人間性を育み，よりよい社会の構築を目指して自ら学び，生活の質の向上と社会の発展に主体的かつ協働的に取り組む態度を養う。,84U0100300000000
家庭（専門）,8213,第２款　各　科　目,84U0500000000000
家庭（専門）,8214,第１　生活産業基礎,84U1500000000000
家庭（専門）,8215,"１　目　標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，衣食住，ヒューマンサービスなどに関する生活産業や関連する職業を担う職業人として必要な基礎的な資質・能力を次のとおり育成することを目指す。",84U1502000000000
家庭（専門）,8216,(1) 生活産業や関連する職業について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,84U1502100000000
家庭（専門）,8217,(2) 生活産業や関連する職業に関する課題を発見し，生活産業を担う職業人として合理的かつ創造的に解決する力を養う。,84U1502200000000
家庭（専門）,8218,(3) 生活産業や関連する職業への関心を高め，適切な進路選択と専門性の向上を目指して自ら学び，生活産業の振興や社会貢献に主体的かつ協働的に取り組む態度を養う。,84U1502300000000
家庭（専門）,8219,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84U1503000000000
家庭（専門）,8220,〔指導項目〕,84U1503100000000
家庭（専門）,8221,(1) 生活産業を学ぶに当たって,84U1503110000000
家庭（専門）,8222,ア　働くことの社会的な意義や役割,84U1503111000000
家庭（専門）,8223,イ　職業人に求められる倫理観,84U1503112000000
家庭（専門）,8224,ウ　産業構造の変化と課題,84U1503113000000
家庭（専門）,8225,エ　生活産業の意義と役割,84U1503114000000
家庭（専門）,8226,(2) ライフスタイルの変化と生活産業,84U1503120000000
家庭（専門）,8227,ア　社会の変化とライフスタイルの多様化,84U1503121000000
家庭（専門）,8228,イ　生活産業の発展と伝統産業,84U1503122000000
家庭（専門）,8229,(3) ライフスタイルの変化に対応した商品・サービスの提供,84U1503130000000
家庭（専門）,8230,ア　消費者ニーズの把握,84U1503131000000
家庭（専門）,8231,イ　商品・サービスの開発及び販売・提供,84U1503132000000
家庭（専門）,8232,ウ　関係法規,84U1503133000000
家庭（専門）,8233,(4) 生活産業と職業,84U1503140000000
家庭（専門）,8234,ア　食生活関連分野,84U1503141000000
家庭（専門）,8235,イ　衣生活関連分野,84U1503142000000
家庭（専門）,8236,ウ　住生活関連分野,84U1503143000000
家庭（専門）,8237,エ　ヒューマンサービス関連分野,84U1503144000000
家庭（専門）,8238,(5) 職業生活と自己実現,84U1503150000000
家庭（専門）,8239,ア　職業選択と自己実現,84U1503151000000
家庭（専門）,8240,イ　社会の変化と職業生活,84U1503152000000
家庭（専門）,8241,ウ　将来設計と進路計画,84U1503153000000
家庭（専門）,8242,３　内容の取扱い,84U1505000000000
家庭（専門）,8243,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84U1505100000000
家庭（専門）,8244,ア　〔指導項目〕の(1)については，この科目の導入として扱い，社会や産業全体の課題及びその解決のために生活産業が果たしている役割について，具体的な事例を通して指導すること。,84U1505110000000
家庭（専門）,8245,イ　〔指導項目〕の(3)については，職業人に求められるマネジメントの重要性に着目し，消費者の多様なニーズを的確に把握するとともに，商品・サービスの開発から販売・提供に結び付けていく一連の流れを踏まえ，それらに関する実習を取り入れるなど指導を工夫すること。,84U1505120000000
家庭（専門）,8246,ウ　〔指導項目〕の(4)のアからエまでについては，生徒の実態や学科の特色に応じて，いずれか一つ以上を選択して扱うことができること。,84U1505130000000
家庭（専門）,8247,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84U1505200000000
家庭（専門）,8248,ア　〔指導項目〕の(1)のウについては，サービス産業の発展などを扱うこと。,84U1505210000000
家庭（専門）,8249,イ　〔指導項目〕の(2)のアについては，経済の発展に伴い，就労形態や価値観，ライフスタイルが多様化している状況を扱うこと。また，社会の変化の一つとして人口減少社会についても取り上げること。イについては，社会の変化に伴う生活に関する価値観の多様化や消費者の多様なニーズに応えるために生活産業が発展している状況及び伝統産業の現状と課題や今後の展望を扱うこと。,84U1505220000000
家庭（専門）,8250,ウ　〔指導項目〕の(3)のアについては，消費者の多様なニーズを捉える調査方法や結果を商品開発等に活用する方法などを扱うこと。イについては，身近で具体的な事例を取り上げ，商品・サービスの企画，開発から生産，販売・提供に結び付けていく仕組みを扱うこと。ウについては，商品やサービスの販売・提供に関する法規を扱うこと。,84U1505230000000
家庭（専門）,8251,エ　〔指導項目〕の(4)については，具体的な事例を通して生活産業の種類や特徴及び関連する職業や必要な資格を扱うこと。,84U1505240000000
家庭（専門）,8252,オ　〔指導項目〕の(5)については，生活産業に関わる職業人に求められる資質・能力と役割や責任，職業資格，進路設計などを専門科目の学習と関連付けて扱うこと。,84U1505250000000
家庭（専門）,8253,第２　課題研究,84U2500000000000
家庭（専門）,8254,"１　目　標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，生活の質の向上や，社会を支え生活産業の発展を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",84U2502000000000
家庭（専門）,8255,(1) 生活産業の各分野について体系的・系統的に理解するとともに，相互に関連付けられた技術を身に付けるようにする。,84U2502100000000
家庭（専門）,8256,(2) 生活産業に関する課題を発見し，生活産業を担う職業人として解決策を探究し，科学的な根拠に基づいて創造的に解決する力を養う。,84U2502200000000
家庭（専門）,8257,(3) 課題を解決する力の向上を目指して自ら学び，生活産業の発展や社会貢献に主体的かつ協働的に取り組む態度を養う。,84U2502300000000
家庭（専門）,8258,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84U2503000000000
家庭（専門）,8259,〔指導項目〕,84U2503100000000
家庭（専門）,8260,(1) 調査，研究，実験,84U2503110000000
家庭（専門）,8261,(2) 作品製作,84U2503120000000
家庭（専門）,8262,(3) 産業現場等における実習,84U2503130000000
家庭（専門）,8263,(4) 職業資格の取得,84U2503140000000
家庭（専門）,8264,(5) 学校家庭クラブ活動,84U2503150000000
家庭（専門）,8265,３　内容の取扱い,84U2505000000000
家庭（専門）,8266,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84U2505100000000
家庭（専門）,8267,ア　生徒の興味・関心，進路希望等に応じて，〔指導項目〕の(1)から(5)までの中から，個人又はグループで生活産業に関する適切な課題を設定し，主体的かつ協働的に取り組む学習活動を通して，専門的な知識，技術などの深化・総合化を図り，生活産業に関する課題の解決に取り組むことができるようにすること。なお，課題については，(1)から(5)までの２項目以上にまたがるものを設定することができること。,84U2505110000000
家庭（専門）,8268,イ　課題研究の成果について発表する機会を設けるようにすること。,84U2505120000000
家庭（専門）,8269,第３　生活産業情報,84U3500000000000
家庭（専門）,8270,"１　目　標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，情報及び情報技術を適切かつ効果的に活用し，生活産業の発展を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",84U3502000000000
家庭（専門）,8271,(1) 生活産業の各分野における情報の意義や役割，情報及び情報技術を活用する方法について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,84U3502100000000
家庭（専門）,8272,(2) 生活産業に関する課題を情報及び情報技術を活用して発見し，生活産業を担う職業人として合理的かつ創造的に解決する力を養う。,84U3502200000000
家庭（専門）,8273,(3) 生活産業における情報及び情報技術の活用や専門性の向上を目指して自ら学び，生活の質の向上と社会の発展に主体的かつ協働的に取り組む態度を養う。,84U3502300000000
家庭（専門）,8274,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84U3503000000000
家庭（専門）,8275,〔指導項目〕,84U3503100000000
家庭（専門）,8276,(1) 情報化の進展と生活産業,84U3503110000000
家庭（専門）,8277,ア　情報化の進展と社会,84U3503111000000
家庭（専門）,8278,イ　生活産業における情報化の進展,84U3503112000000
家庭（専門）,8279,(2) 情報モラルとセキュリティ,84U3503120000000
家庭（専門）,8280,ア　情報モラル,84U3503121000000
家庭（専門）,8281,イ　情報通信ネットワークの仕組みとセキュリティ管理,84U3503122000000
家庭（専門）,8282,(3) コンピュータとプログラミング,84U3503130000000
家庭（専門）,8283,ア　モデル化とシミュレーション,84U3503131000000
家庭（専門）,8284,イ　アルゴリズムとプログラミング,84U3503132000000
家庭（専門）,8285,(4) 生活産業におけるコミュニケーションと情報デザイン,84U3503140000000
家庭（専門）,8286,ア　目的に応じたコミュニケーション,84U3503141000000
家庭（専門）,8287,イ　情報コンテンツと情報デザイン,84U3503142000000
家庭（専門）,8288,３　内容の取扱い,84U3505000000000
家庭（専門）,8289,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84U3505100000000
家庭（専門）,8290,ア　〔指導項目〕の(2)から(4)までについては，情報機器や情報通信ネットワークを活用できるよう実習を中心とした指導を行うこと。,84U3505110000000
家庭（専門）,8291,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84U3505200000000
家庭（専門）,8292,ア　〔指導項目〕の(1)のアについては，情報化の進展に伴う産業や生活の変化を扱うこと。イについては，生活産業における情報機器及び情報通信ネットワークの役割や利用状況を扱うこと。,84U3505210000000
家庭（専門）,8293,イ　〔指導項目〕の(2)については，個人のプライバシーや著作権など知的財産の保護，収集した情報の管理，発信する情報に対する責任などの情報モラル及び情報通信ネットワークにおけるセキュリティ管理の重要性を扱い，関連する法規等についても触れること。,84U3505220000000
家庭（専門）,8294,ウ　〔指導項目〕の(3)のイについては，生徒の実態や学科の特色に応じて，適切なプログラミング言語を扱うこと。,84U3505230000000
家庭（専門）,8295,エ　〔指導項目〕の(4)については，生活産業に関連した具体的な事例を通して効果的なコミュニケーションを行うための情報デザインの考え方や方法を扱うこと。アについては，メディアの特性に触れるとともに，目的や対象に適した情報技術によるコミュニケーションを扱うこと。,84U3505240000000
家庭（専門）,8296,第４　消費生活,84U4500000000000
家庭（専門）,8297,"１　目　標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，消費者の視点に基づく豊かな消費生活の実現を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",84U4502000000000
家庭（専門）,8298,(1) 経済社会の動向，消費者の権利と責任，消費者と行政や企業との関わり及び連携の在り方などについて体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,84U4502100000000
家庭（専門）,8299,(2) 消費生活に関する課題を発見し，消費者の視点をもった職業人として合理的かつ創造的に解決する力を養う。,84U4502200000000
家庭（専門）,8300,(3) よりよい消費生活の実現を目指して自ら学び，消費者の支援や持続可能な社会の形成に主体的かつ協働的に取り組む態度を養う。,84U4502300000000
家庭（専門）,8301,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84U4503000000000
家庭（専門）,8302,〔指導項目〕,84U4503100000000
家庭（専門）,8303,(1) 経済社会の動向と消費生活,84U4503110000000
家庭（専門）,8304,ア　国民経済と消費者,84U4503111000000
家庭（専門）,8305,イ　社会の変化と消費生活,84U4503112000000
家庭（専門）,8306,ウ　多様化する流通・販売方法と消費者,84U4503113000000
家庭（専門）,8307,エ　決済手段の多様化と消費者信用,84U4503114000000
家庭（専門）,8308,オ　生活における経済の計画と管理,84U4503115000000
家庭（専門）,8309,(2) 消費者の権利と責任,84U4503120000000
家庭（専門）,8310,ア　消費者問題,84U4503121000000
家庭（専門）,8311,イ　消費者の権利と関係法規,84U4503122000000
家庭（専門）,8312,ウ　消費生活と契約,84U4503123000000
家庭（専門）,8313,エ　消費者教育,84U4503124000000
家庭（専門）,8314,(3) 消費者と行政，企業,84U4503130000000
家庭（専門）,8315,ア　消費者の自立支援と行政,84U4503131000000
家庭（専門）,8316,イ　消費者と企業,84U4503132000000
家庭（専門）,8317,(4) 持続可能な社会を目指したライフスタイル,84U4503140000000
家庭（専門）,8318,ア　消費生活と環境,84U4503141000000
家庭（専門）,8319,イ　持続可能な社会の形成と消費行動,84U4503142000000
家庭（専門）,8320,(5) 消費生活演習,84U4503150000000
家庭（専門）,8321,ア　商品・サービス研究,84U4503151000000
家庭（専門）,8322,イ　消費者支援研究,84U4503152000000
家庭（専門）,8323,３　内容の取扱い,84U4505000000000
家庭（専門）,8324,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84U4505100000000
家庭（専門）,8325,ア　地域の消費生活関連機関等と連携を図るなど，指導を工夫すること。,84U4505110000000
家庭（専門）,8326,イ　〔指導項目〕の(5)については，ア又はイのいずれかを取り上げ，(1)から(4)までと関連付けながら，個人又はグループで適切な課題を設定し，考察できるよう指導を工夫すること。イについては，消費生活相談機関や企業の消費者相談などの具体的な事例を取り上げるなど指導を工夫すること。,84U4505120000000
家庭（専門）,8327,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84U4505200000000
家庭（専門）,8328,ア　〔指導項目〕の(1)のイについては，経済社会の動向を踏まえ，消費生活が複雑化・多様化し，発生する消費者問題が深刻化している現状を扱うこと。 ウ及びエについては，最新の状況を理解できるように留意して扱うこと。オについては，家族の生涯の経済設計や家計の収支，金融，社会保障などと関連付けて扱うこと。,84U4505210000000
家庭（専門）,8329,イ　〔指導項目〕の(2)のアについては，これまでの代表的な消費者問題と関連する制度の時系列的な経緯を経済社会の変化などの背景を踏まえて扱うとともに，消費者被害の救済，制度の新設や変更などについても扱うこと。イについては，消費者行政及び消費者に関する基本的な法規の目的と概要を扱うこと。その際，実生活の観点から興味・関心が高まるよう身近で具体的な事例を取り上げること。エについては，関係する法規の趣旨を踏まえて扱うこと。,84U4505220000000
家庭（専門）,8330,ウ　〔指導項目〕の(3)のアについては，地方自治体の消費者政策も取り上げ，具体的な事例を通して各地域における独自の制度や実情を扱うこと。また，イについては，企業の消費者志向経営や社会的責任などについても扱うこと。,84U4505230000000
家庭（専門）,8331,エ　〔指導項目〕の(4)については，地球環境問題や国際的な動向も視野に入れ，持続可能な消費生活について考察できるよう具体的な事例を通して扱うこと。,84U4505240000000
家庭（専門）,8332,第５　保育基礎,84U5500000000000
家庭（専門）,8333,"１　目　標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，保育を担う職業人として必要な基礎的な資質・能力を次のとおり育成することを目指す。",84U5502000000000
家庭（専門）,8334,(1) 保育の意義や方法，子供の発達や生活の特徴及び子供の福祉と文化などについて体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,84U5502100000000
家庭（専門）,8335,(2) 子供を取り巻く課題を発見し，保育を担う職業人として合理的かつ創造的に解決する力を養う。,84U5502200000000
家庭（専門）,8336,(3) 子供の健やかな発達を目指して自ら学び，保育に主体的かつ協働的に取り組む態度を養う。,84U5502300000000
家庭（専門）,8337,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84U5503000000000
家庭（専門）,8338,〔指導項目〕,84U5503100000000
家庭（専門）,8339,(1) 子供の保育,84U5503110000000
家庭（専門）,8340,ア　保育の意義,84U5503111000000
家庭（専門）,8341,イ　保育の方法,84U5503112000000
家庭（専門）,8342,ウ　保育の環境,84U5503113000000
家庭（専門）,8343,(2) 子供の発達,84U5503120000000
家庭（専門）,8344,ア　子供の発達の特性,84U5503121000000
家庭（専門）,8345,イ　乳児期の発達,84U5503122000000
家庭（専門）,8346,ウ　幼児期の発達,84U5503123000000
家庭（専門）,8347,(3) 子供の生活と養護,84U5503130000000
家庭（専門）,8348,ア　乳幼児期の生活の特徴と養護,84U5503131000000
家庭（専門）,8349,イ　生活習慣の形成,84U5503132000000
家庭（専門）,8350,ウ　健康管理と事故防止,84U5503133000000
家庭（専門）,8351,(4) 子供の福祉,84U5503140000000
家庭（専門）,8352,ア　児童観の変遷,84U5503141000000
家庭（専門）,8353,イ　児童福祉の理念と関係法規・制度,84U5503142000000
家庭（専門）,8354,ウ　子供の福祉を支える場,84U5503143000000
家庭（専門）,8355,(5) 子供の文化,84U5503150000000
家庭（専門）,8356,ア　子供の文化の意義,84U5503151000000
家庭（専門）,8357,イ　子供の遊びと表現活動,84U5503152000000
家庭（専門）,8358,ウ　子供の文化を支える場,84U5503153000000
家庭（専門）,8359,３　内容の取扱い,84U5505000000000
家庭（専門）,8360,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84U5505100000000
家庭（専門）,8361,ア　実際に子供と触れ合う学習ができるよう，幼稚園，保育所，認定こども園及び地域の子育て支援関連施設などと連携を図り，指導の充実に努めること。,84U5505110000000
家庭（専門）,8362,イ　子供の発達や生活の特徴について，保育と関連付けて理解できるよう指導を工夫すること。,84U5505120000000
家庭（専門）,8363,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84U5505200000000
家庭（専門）,8364,ア　〔指導項目〕の(1)のアについては，適切な養護と教育的な関わりを営む保育の重要性を扱うこと。イについては，具体的な事例を通して心身の状態や発達に応じた保育を扱うこと。ウについては，保育環境としての家庭及び幼稚園，保育所や認定こども園などの役割を扱うこと。,84U5505210000000
家庭（専門）,8365,イ　〔指導項目〕の(2)のアについては，子供が主体的に環境に関わることによって心身の発達が促されることや，発達における個人差などを扱うこと。また，乳幼児期は，特に，基本的人間関係の樹立のために「愛着」が重要であることを具体的な事例を通して扱うこと。イ及びウについては，月齢や年齢に応じた発達の姿を，身体発育，運動機能，認知機能，情緒，人間関係などの様々な発達の側面から全体的に捉えられるよう扱うこと。,84U5505220000000
家庭（専門）,8366,ウ　〔指導項目〕の(3)のイについては，子供の健康な生活に必要な食を営む力など基本的生活習慣の形成の基礎についても扱うこと。,84U5505230000000
家庭（専門）,8367,エ　〔指導項目〕の(4)のイについては，児童福祉に関する基本的な法規の目的と概要を扱うこと。,84U5505240000000
家庭（専門）,8368,オ　〔指導項目〕の(5)のアについては，子供のための文化活動，児童文化財，児童文化施設などの重要性を扱うこと。イについては，具体的な活動を通して子供の遊びや表現活動の意義を扱うこと。その際，遊びの重要性及び遊びの種類と発達との関わりについても扱うこと。ウについては，子供の遊びや表現活動を支える代表的な施設を取り上げ，その意義と活用を扱うこと。,84U5505250000000
家庭（専門）,8369,第６　保育実践,84U6500000000000
家庭（専門）,8370,"１　目　標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，保育を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",84U6502000000000
家庭（専門）,8371,(1) 子供の表現活動や子育て支援について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,84U6502100000000
家庭（専門）,8372,(2) 保育や子育て支援に関する課題を発見し，子供を取り巻く環境の変化に対応した保育を担う職業人として合理的かつ創造的に解決する力を養う。,84U6502200000000
家庭（専門）,8373,(3) 保育の充実を目指して自ら学び，保育や子育て支援の実践に主体的かつ協働的に取り組む態度を養う。,84U6502300000000
家庭（専門）,8374,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84U6503000000000
家庭（専門）,8375,〔指導項目〕,84U6503100000000
家庭（専門）,8376,(1) 子供の表現活動と保育,84U6503110000000
家庭（専門）,8377,ア　造形表現活動,84U6503111000000
家庭（専門）,8378,イ　言語表現活動,84U6503112000000
家庭（専門）,8379,ウ　音楽・身体表現活動,84U6503113000000
家庭（専門）,8380,エ　情報手段などを活用した活動,84U6503114000000
家庭（専門）,8381,(2) 子育て支援と保育,84U6503120000000
家庭（専門）,8382,ア　子供・子育ての問題,84U6503121000000
家庭（専門）,8383,イ　子育て支援のための各種施設,84U6503122000000
家庭（専門）,8384,ウ　子育て支援,84U6503123000000
家庭（専門）,8385,(3) 保育の活動計画と実習,84U6503130000000
家庭（専門）,8386,ア　保育の活動計画,84U6503131000000
家庭（専門）,8387,イ　保育実習,84U6503132000000
家庭（専門）,8388,３　内容の取扱い,84U6505000000000
家庭（専門）,8389,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84U6505100000000
家庭（専門）,8390,ア　子供の表現活動や子育て支援について，具体的に理解できるよう，幼稚園，保育所，認定こども園及び地域の子育て支援関連施設などと連携を図り， 単に子供と触れ合うだけでなく，綿密な計画に基づき保育者の視点をもった実習を行うことができるよう指導を工夫すること。,84U6505110000000
家庭（専門）,8391,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84U6505200000000
家庭（専門）,8392,ア　〔指導項目〕の(1)については，子供の表現活動を保育の場で展開するための基本的な技術を身に付けることができるよう実習を中心として扱うこと。,84U6505210000000
家庭（専門）,8393,イ　〔指導項目〕の(2)のアについては，子育て支援に関する社会的背景を取り上げ，子育て支援施策の概要を扱うこと。また，子供の虐待とその防止などに触れること。ウについては，具体的な事例を通して保育者が行う保護者支援を扱うこと。,84U6505220000000
家庭（専門）,8394,第７　生活と福祉,84U7500000000000
家庭（専門）,8395,"１　目　標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，高齢者の自立生活支援と福祉の充実を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",84U7502000000000
家庭（専門）,8396,(1) 高齢者の健康と生活，介護などについて体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,84U7502100000000
家庭（専門）,8397,(2) 高齢者の健康と生活，介護などに関する課題を発見し，高齢者の自立生活支援と福祉の充実を担う職業人として合理的かつ創造的に解決する力を養う。,84U7502200000000
家庭（専門）,8398,(3) 家族や地域の人々の豊かな生活の実現を目指して自ら学び，高齢者の生活の質の向上と自立生活支援に主体的かつ協働的に取り組む態度を養う。,84U7502300000000
家庭（専門）,8399,"２　内　容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",84U7503000000000
家庭（専門）,8400,〔指導項目〕,84U7503100000000
家庭（専門）,8401,(1) 健康と生活,84U7503110000000
家庭（専門）,8402,ア　健康の概念,84U7503111000000
家庭（専門）,8403,イ　ライフステージと健康管理,84U7503112000000
家庭（専門）,8404,ウ　家庭看護の基礎,84U7503113000000
家庭（専門）,8405,(2) 高齢者の自立生活支援と介護,84U7503120000000
家庭（専門）,8406,ア　高齢者の心身の特徴,84U7503121000000
家庭（専門）,8407,イ　人間の尊厳と自立生活支援の考え方,84U7503122000000
家庭（専門）,8408,ウ　高齢者介護の基礎,84U7503123000000
家庭（専門）,8409,(3) 高齢者福祉の制度とサービス,84U7503130000000
家庭（専門）,8410,ア　人口減少社会と社会福祉,84U7503131000000
家庭（専門）,8411,イ　高齢者福祉の法規と制度,84U7503132000000
家庭（専門）,8412,ウ　保健・医療・福祉サービス,84U7503133000000
家庭（専門）,8413,(4) 生活支援サービスと介護の実習,84U7503140000000
家庭（専門）,8414,ア　生活支援サービスの実習,84U7503141000000
家庭（専門）,8415,イ　介護の実習,84U7503142000000
家庭（専門）,8416,ウ　レクリエーションの実習,84U7503143000000
家庭（専門）,8417,３　内容の取扱い,84U7505000000000
家庭（専門）,8418,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,84U7505100000000
家庭（専門）,8419,ア　〔指導項目〕の(4)については，校内での実習を踏まえて，高齢者と接する機会を設けたり，福祉施設などの見学や実習を取り入れたりするなど指導を工夫すること。,84U7505110000000
家庭（専門）,8420,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,84U7505200000000
家庭（専門）,8421,ア　〔指導項目〕の(1)のアについては，健康の概念と健康状態に影響を及ぼす要因などを扱うこと。イについては，ライフステージごとの健康問題の特徴を踏まえ，生活習慣病の予防など高齢期に至るまでの健康管理の必要性を扱うこと。ウについては，体温測定や応急手当などの基礎的な内容を扱うこと。,84U7505210000000
家庭（専門）,8422,イ　〔指導項目〕の(2)のイについては，アとの関連を図り，加齢に伴う心身の変化を踏まえ，認知症への理解を深めるなど人間の尊厳や自立生活支援を扱うこと。また，高齢者の自己決定に基づく自立生活支援の重要性についても扱うこと。ウについては，高齢期における人間の尊厳の重要性と関連付けながら，介護の意義と役割や高齢者介護の基礎的な内容を扱うこと。,84U7505220000000
家庭（専門）,8423,ウ　〔指導項目〕の(3)のアについては，日本の高齢化の進展状況と人口減少社会を踏まえた社会福祉の今後の展開を扱うこと。イについては，高齢者福祉に関する法規や制度の目的と概要を扱うこと。ウについては，高齢者に関する保健・医療・福祉サービスの具体的な事例を扱うこと。,84U7505230000000
家庭（専門）,8424,エ　〔指導項目〕の(4)のアについては，主に調理，被服管理，住環境の整備などの家事援助や見守り，買物などを扱うこと。イについては，食事，着脱衣，移動などの介助や体位変換などの基本的な介護技術を扱うこと。ウについては，レクリエーションが高齢者の身体的，精神的な機能や社会性などの維持・向上に有効であることと関連付けて扱うこと。,84U7505240000000
家庭（専門）,8425,第８　住生活デザイン,84U8500000000000
家庭（専門）,8426,"１　目　標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，豊かな住生活の実現を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",84U8502000000000
