【83V11】中学校学習指導要領（平成29年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
保健体育,1586,(2) 内容の「Ａ体つくり運動」から「Ｈ体育理論」までに示す事項については，次のとおり取り扱うものとする。,83G1205200000000
保健体育,1587,ア　「Ａ体つくり運動」の(1)のアの運動については，「Ｂ器械運動」から「Ｇダンス」までにおいても関連を図って指導することができるとともに，心の健康など保健分野との関連を図って指導すること。また，「Ａ体つくり運動」の(1)のイの運動については，第１学年及び第２学年においては，動きを持続する能力を高めるための運動に重点を置いて指導することができるが，調和のとれた体力を高めることに留意すること。その際，音楽に合わせて運動をするなどの工夫を図ること。第３学年においては，日常的に取り組める運動例を取り上げるなど指導方法の工夫を図ること。,83G1205210000000
保健体育,1588,イ　「Ｂ器械運動」の(1)の運動については，第１学年及び第２学年においては，アからエまでの中からアを含む二を選択して履修できるようにすること。第３学年においては，アからエまでの中から選択して履修できるようにすること。,83G1205220000000
保健体育,1589,ウ　「Ｃ陸上競技」の(1)の運動については，ア及びイに示すそれぞれの運動の中から選択して履修できるようにすること。,83G1205230000000
保健体育,1590,エ　「Ｄ水泳」の(1)の運動については，第１学年及び第２学年においては，アからエまでの中からア又はイのいずれかを含む二を選択して履修できるようにすること。第３学年においては，アからオまでの中から選択して履修できるようにすること。なお，学校や地域の実態に応じて，安全を確保するための泳ぎを加えて履修させることができること。また，泳法との関連において水中からのスタート及びターンを取り上げること。なお，水泳の指導については，適切な水泳場の確保が困難な場合にはこれを扱わないことができるが，水泳の事故防止に関する心得については，必ず取り上げること。また，保健分野の応急手当との関連を図ること。,83G1205240000000
保健体育,1591,オ　「Ｅ球技」の(1)の運動については，第１学年及び第２学年においては，アからウまでを全ての生徒に履修させること。第３学年においては，アからウまでの中から二を選択して履修できるようにすること。また，アについては，バスケットボール，ハンドボール，サッカーの中から，イについては，バレーボール，卓球，テニス，バドミントンの中から，ウについては，ソフトボールを適宜取り上げることとし，学校や地域の実態に応じて，その他の運動についても履修させることができること。なお，ウの実施に当たり，十分な広さの運動場の確保が難しい場合は指導方法を工夫して行うこと。,83G1205250000000
保健体育,1592,カ　「Ｆ武道」については，柔道，剣道，相撲，空手道，なぎなた，弓道，合気道，少林寺拳法，銃剣道などを通して，我が国固有の伝統と文化により一層触れることができるようにすること。また，(1)の運動については，アからウまでの中から一を選択して履修できるようにすること。なお，学校や地域の実態に応じて，空手道，なぎなた，弓道，合気道，少林寺拳法，銃剣道などについても履修させることができること。また，武道場などの確保が難しい場合は指導方法を工夫して行うとともに，学習段階や個人差を踏まえ，段階的な指導を行うなど安全を十分に確保すること。,83G1205260000000
保健体育,1593,キ　「Ｇダンス」の(1)の運動については，アからウまでの中から選択して履修できるようにすること。なお，学校や地域の実態に応じて，その他のダンスについても履修させることができること。,83G1205270000000
保健体育,1594,ク　第１学年及び第２学年の内容の「Ｈ体育理論」については，(1)は第１学年，(2)は第２学年で取り上げること。,83G12A5280000000
保健体育,1595,(3) 内容の「Ａ体つくり運動」から「Ｇダンス」までの領域及び運動の選択並びにその指導に当たっては，学校や地域の実態及び生徒の特性等を考慮するものとする。また，第３学年の領域の選択に当たっては，安全を十分に確保した上で，生徒が自由に選択して履修することができるよう配慮すること。その際，指導に当たっては，内容の「Ｂ器械運動」から「Ｇダンス」までの領域については，それぞれの運動の特性に触れるために必要な体力を生徒自ら高めるように留意するものとする。,83G1205300000000
保健体育,1596,(4) 自然との関わりの深いスキー，スケートや水辺活動などの指導については，学校や地域の実態に応じて積極的に行うことに留意するものとする。,83G1205400000000
保健体育,1597,(5) 集合，整頓，列の増減，方向変換などの行動の仕方を身に付け，能率的で安全な集団としての行動ができるようにするための指導については，内容の「Ａ体つくり運動」から「Ｇダンス」までの領域において適切に行うものとする。,83G1205500000000
保健体育,1598,〔保健分野〕,83G2200000000000
保健体育,1599,１　目標,83G2202000000000
保健体育,1600,(1) 個人生活における健康・安全について理解するとともに，基本的な技能を身に付けるようにする。,83G2202100000000
保健体育,1601,(2) 健康についての自他の課題を発見し，よりよい解決に向けて思考し判断するとともに，他者に伝える力を養う。,83G2202200000000
保健体育,1602,(3) 生涯を通じて心身の健康の保持増進を目指し，明るく豊かな生活を営む態度を養う。,83G2202300000000
保健体育,1603,２　内容,83G2203000000000
保健体育,1604,(1) 健康な生活と疾病の予防について，課題を発見し，その解決を目指した活動を通して，次の事項を身に付けることができるよう指導する。,83G2203100000000
保健体育,1605,ア　健康な生活と疾病の予防について理解を深めること。,83G2203110000000
保健体育,1606,(ｱ) 健康は，主体と環境の相互作用の下に成り立っていること。また，疾病は，主体の要因と環境の要因が関わり合って発生すること。,83G2213111000000
保健体育,1607,(ｲ) 健康の保持増進には，年齢，生活環境等に応じた運動，食事，休養及び睡眠の調和のとれた生活を続ける必要があること。,83G2213112000000
保健体育,1608,(ｳ) 生活習慣病などは，運動不足，食事の量や質の偏り，休養や睡眠の不足などの生活習慣の乱れが主な要因となって起こること。また，生活習慣病などの多くは，適切な運動，食事，休養及び睡眠の調和のとれた生活を実践することによって予防できること。,83G2223113000000
保健体育,1609,(ｴ) 喫煙，飲酒，薬物乱用などの行為は，心身に様々な影響を与え，健康を損なう原因となること。また，これらの行為には，個人の心理状態や人間関係，社会環境が影響することから，それぞれの要因に適切に対処する必要があること。,83G2223114000000
保健体育,1610,(ｵ) 感染症は，病原体が主な要因となって発生すること。また，感染症の多くは，発生源をなくすこと，感染経路を遮断すること，主体の抵抗力を高めることによって予防できること。,83G2233115000000
保健体育,1611,(ｶ) 健康の保持増進や疾病の予防のためには，個人や社会の取組が重要であり，保健・医療機関を有効に利用することが必要であること。また，医薬品は，正しく使用すること。,83G2233116000000
保健体育,1612,イ　健康な生活と疾病の予防について，課題を発見し，その解決に向けて思考し判断するとともに，それらを表現すること。,83G2203120000000
保健体育,1613,(2) 心身の機能の発達と心の健康について，課題を発見し，その解決を目指した活動を通して，次の事項を身に付けることができるよう指導する。,83G2213200000000
保健体育,1614,ア　心身の機能の発達と心の健康について理解を深めるとともに，ストレスへの対処をすること。,83G2213210000000
保健体育,1615,(ｱ) 身体には，多くの器官が発育し，それに伴い，様々な機能が発達する時期があること。また，発育・発達の時期やその程度には，個人差があること。,83G2213211000000
保健体育,1616,(ｲ) 思春期には，内分泌の働きによって生殖に関わる機能が成熟すること。また，成熟に伴う変化に対応した適切な行動が必要となること。,83G2213212000000
保健体育,1617,(ｳ) 知的機能，情意機能，社会性などの精神機能は，生活経験などの影響を受けて発達すること。また，思春期においては，自己の認識が深まり，自己形成がなされること。,83G2213213000000
保健体育,1618,(ｴ) 精神と身体は，相互に影響を与え，関わっていること。欲求やストレスは，心身に影響を与えることがあること。また，心の健康を保つには，欲求やストレスに適切に対処する必要があること。,83G2213214000000
保健体育,1619,イ　心身の機能の発達と心の健康について，課題を発見し，その解決に向けて思考し判断するとともに，それらを表現すること。,83G2213220000000
保健体育,1620,(3) 傷害の防止について，課題を発見し，その解決を目指した活動を通して，次の事項を身に付けることができるよう指導する。,83G2223300000000
保健体育,1621,ア　傷害の防止について理解を深めるとともに，応急手当をすること。　,83G2223310000000
保健体育,1622,(ｱ) 交通事故や自然災害などによる傷害は，人的要因や環境要因などが関わって発生すること。,83G2223311000000
保健体育,1623,(ｲ) 交通事故などによる傷害の多くは，安全な行動，環境の改善によって防止できること。,83G2223312000000
保健体育,1624,(ｳ) 自然災害による傷害は，災害発生時だけでなく，二次災害によっても生じること。また，自然災害による傷害の多くは，災害に備えておくこと，安全に避難することによって防止できること。,83G2223313000000
保健体育,1625,(ｴ) 応急手当を適切に行うことによって，傷害の悪化を防止することができること。また，心肺蘇《そ》生法などを行うこと。,83G2223314000000
保健体育,1626,イ　傷害の防止について，危険の予測やその回避の方法を考え，それらを表現すること。,83G2223320000000
保健体育,1627,(4) 健康と環境について，課題を発見し，その解決を目指した活動を通して，次の事項を身に付けることができるよう指導する。,83G2233400000000
保健体育,1628,ア　健康と環境について理解を深めること。,83G2233410000000
保健体育,1629,(ｱ) 身体には，環境に対してある程度まで適応能力があること。身体の適応能力を超えた環境は，健康に影響を及ぼすことがあること。また，快適で能率のよい生活を送るための温度，湿度や明るさには一定の範囲があること。　,83G2233411000000
保健体育,1630,(ｲ) 飲料水や空気は，健康と密接な関わりがあること。また，飲料水や空気を衛生的に保つには，基準に適合するよう管理する必要があること。,83G2233412000000
保健体育,1631,(ｳ) 人間の生活によって生じた廃棄物は，環境の保全に十分配慮し，環境を汚染しないように衛生的に処理する必要があること。,83G2233413000000
保健体育,1632,イ　健康と環境に関する情報から課題を発見し，その解決に向けて思考し判断するとともに，それらを表現すること。,83G2233420000000
保健体育,1633,３　内容の取扱い,83G2205000000000
保健体育,1634,(1) 内容の(1)のアの(ｱ)及び(ｲ)は第１学年，(1)のアの(ｳ)及び(ｴ)は第２学年，(1)のアの(ｵ)及び(ｶ)は第３学年で取り扱うものとし，(1)のイは全ての学年で取り扱うものとする。内容の(2)は第１学年，(3)は第２学年，(4)は第３学年で取り扱うものとする。,83G2205100000000
保健体育,1635,(2) 内容の(1)のアについては，健康の保持増進と疾病の予防に加えて，疾病の回復についても取り扱うものとする。,83G2205200000000
保健体育,1636,(3) 内容の(1)のアの(ｲ)及び(ｳ)については，食育の観点も踏まえつつ健康的な生活習慣の形成に結び付くように配慮するとともに，必要に応じて，コンピュータなどの情報機器の使用と健康との関わりについて取り扱うことにも配慮するものとする。また，がんについても取り扱うものとする。,83G22A5300000000
保健体育,1637,(4) 内容の(1)のアの(ｴ)については，心身への急性影響及び依存性について取り扱うこと。また，薬物は，覚醒剤や大麻等を取り扱うものとする。,83G2225400000000
保健体育,1638,(5) 内容の(1)のアの(ｵ)については，後天性免疫不全症候群（エイズ）及び性感染症についても取り扱うものとする。,83G2235500000000
保健体育,1639,(6) 内容の(2)のアの(ｱ)については，呼吸器，循環器を中心に取り扱うものとする。,83G2215600000000
保健体育,1640,(7) 内容の(2)のアの(ｲ)については，妊娠や出産が可能となるような成熟が始まるという観点から，受精・妊娠を取り扱うものとし，妊娠の経過は取り扱わないものとする。また，身体の機能の成熟とともに，性衝動が生じたり，異性への関心が高まったりすることなどから，異性の尊重，情報への適切な対処や行動の選択が必要となることについて取り扱うものとする。,83G2215700000000
保健体育,1641,(8) 内容の(2)のアの(ｴ)については，体育分野の内容の「Ａ体つくり運動」の(1)のアの指導との関連を図って指導するものとする。,83G2215800000000
保健体育,1642,(9) 内容の(3)のアの(ｴ)については，包帯法，止血法など傷害時の応急手当も取り扱い，実習を行うものとする。また，効果的な指導を行うため，水泳など体育分野の内容との関連を図るものとする。,83G2225900000000
保健体育,1643,(10) 内容の(4)については，地域の実態に即して公害と健康との関係を取り扱うことにも配慮するものとする。また，生態系については，取り扱わないものとする。,83G2235A00000000
保健体育,1644,(11) 保健分野の指導に際しては，自他の健康に関心をもてるようにし，健康に関する課題を解決する学習活動を取り入れるなどの指導方法の工夫を行うものとする。,83G2205B00000000
保健体育,1645,第３　指導計画の作成と内容の取扱い,83G0300000000000
保健体育,1646,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,83G0300100000000
保健体育,1647,(1) 単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，生徒の主体的・対話的で深い学びの実現を図るようにすること。その際，体育や保健の見方・考え方を働かせながら，運動や健康についての自他の課題を発見し，その合理的な解決のための活動の充実を図ること。また，運動の楽しさや喜びを味わったり，健康の大切さを実感したりすることができるよう留意すること。,83G0300110000000
保健体育,1648,(2) 授業時数の配当については，次のとおり扱うこと。,83G0300120000000
保健体育,1649,ア　保健分野の授業時数は，３学年間で48単位時間程度配当すること。,83G0300121000000
保健体育,1650,イ　保健分野の授業時数は，３学年間を通じて適切に配当し，各学年において効果的な学習が行われるよう考慮して配当すること。,83G0300122000000
保健体育,1651,ウ　体育分野の授業時数は，各学年にわたって適切に配当すること。その際，体育分野の内容の「Ａ体つくり運動」については，各学年で７単位時間以上を，「Ｈ体育理論」については，各学年で３単位時間以上を配当すること。,83G0300123000000
保健体育,1652,エ　体育分野の内容の「Ｂ器械運動」から「Ｇダンス」までの領域の授業時数は，それらの内容の習熟を図ることができるよう考慮して配当すること。,83G0300124000000
保健体育,1653,(3) 障害のある生徒などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,83G0300130000000
保健体育,1654,(4) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，保健体育科の特質に応じて適切な指導をすること。,83G0300140000000
保健体育,1655,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,83G0300200000000
保健体育,1656,(1) 体力や技能の程度，性別や障害の有無等に関わらず，運動の多様な楽しみ方を共有することができるよう留意すること。,83G0300210000000
保健体育,1657,(2) 言語能力を育成する言語活動を重視し，筋道を立てて練習や作戦について話し合う活動や，個人生活における健康の保持増進や回復について話し合う活動などを通して，コミュニケーション能力や論理的な思考力の育成を促し，自主的な学習活動の充実を図ること。,83G0300220000000
保健体育,1658,(3) 第２の内容の指導に当たっては，コンピュータや情報通信ネットワークなどの情報手段を積極的に活用して，各分野の特質に応じた学習活動を行うよう工夫すること。,83G0300230000000
保健体育,1659,(4) 体育分野におけるスポーツとの多様な関わり方や保健分野の指導については，具体的な体験を伴う学習の工夫を行うよう留意すること。,83G0300240000000
保健体育,1660,(5) 生徒が学習内容を確実に身に付けることができるよう，学校や生徒の実態に応じ，学習内容の習熟の程度に応じた指導，個別指導との連携を踏まえた教師間の協力的な指導などを工夫改善し，個に応じた指導の充実が図られるよう留意すること。,83G0300250000000
保健体育,1661,(6) 第１章総則の第１の２の(3)に示す学校における体育・健康に関する指導の趣旨を生かし，特別活動，運動部の活動などとの関連を図り，日常生活における体育・健康に関する活動が適切かつ継続的に実践できるよう留意すること。なお，体力の測定については，計画的に実施し，運動の指導及び体力の向上に活用するようにすること。,83G0300260000000
保健体育,1662,(7) 体育分野と保健分野で示された内容については，相互の関連が図られるよう留意すること。,83G0300270000000
技術・家庭,1663,第８節　技術・家庭,83C0000000000000
技術・家庭,1664,"第１　目標
生活の営みに係る見方・考え方や技術の見方・考え方を働かせ，生活や技術に関する実践的・体験的な活動を通して，よりよい生活の実現や持続可能な社会の構築に向けて，生活を工夫し創造する資質・能力を次のとおり育成することを目指す。",83C0100000000000
技術・家庭,1665,(1) 生活と技術についての基礎的な理解を図るとともに，それらに係る技能を身に付けるようにする。,83C0100100000000
技術・家庭,1666,(2) 生活や社会の中から問題を見いだして課題を設定し，解決策を構想し，実践を評価・改善し，表現するなど，課題を解決する力を養う。,83C0100200000000
技術・家庭,1667,(3) よりよい生活の実現や持続可能な社会の構築に向けて，生活を工夫し創造しようとする実践的な態度を養う。,83C0100300000000
技術・家庭,1668,第２　各分野の目標及び内容　　,83C0200000000000
技術・家庭,1669,〔技術分野〕,83C1200000000000
技術・家庭,1670,"１　目標
技術の見方・考え方を働かせ，ものづくりなどの技術に関する実践的・体験的な活動を通して，技術によってよりよい生活や持続可能な社会を構築する資質・能力を次のとおり育成することを目指す。",83C1202000000000
技術・家庭,1671,(1) 生活や社会で利用されている材料，加工，生物育成，エネルギー変換及び情報の技術についての基礎的な理解を図るとともに，それらに係る技能を身に付け，技術と生活や社会，環境との関わりについて理解を深める。,83C1202100000000
技術・家庭,1672,(2) 生活や社会の中から技術に関わる問題を見いだして課題を設定し，解決策を構想し，製作図等に表現し，試作等を通じて具体化し，実践を評価・改善するなど，課題を解決する力を養う。,83C1202200000000
技術・家庭,1673,(3) よりよい生活の実現や持続可能な社会の構築に向けて，適切かつ誠実に技術を工夫し創造しようとする実践的な態度を養う。,83C1202300000000
技術・家庭,1674,２　内容,83C1203000000000
技術・家庭,1675,Ａ　材料と加工の技術,83C1203100000000
技術・家庭,1676,(1) 生活や社会を支える材料と加工の技術について調べる活動などを通して，次の事項を身に付けることができるよう指導する。,83C1203110000000
技術・家庭,1677,ア　材料や加工の特性等の原理・法則と，材料の製造・加工方法等の基礎的な技術の仕組みについて理解すること。,83C1203111000000
技術・家庭,1678,イ　技術に込められた問題解決の工夫について考えること。,83C1203112000000
技術・家庭,1679,(2) 生活や社会における問題を，材料と加工の技術によって解決する活動を通して，次の事項を身に付けることができるよう指導する。,83C1203120000000
技術・家庭,1680,ア　製作に必要な図をかき，安全・適切な製作や検査・点検等ができること。,83C1203121000000
技術・家庭,1681,イ　問題を見いだして課題を設定し，材料の選択や成形の方法等を構想して設計を具体化するとともに，製作の過程や結果の評価，改善及び修正について考えること。,83C1203122000000
技術・家庭,1682,(3) これからの社会の発展と材料と加工の技術の在り方を考える活動などを通して，次の事項を身に付けることができるよう指導する。,83C1203130000000
技術・家庭,1683,ア　生活や社会，環境との関わりを踏まえて，技術の概念を理解すること。,83C1203131000000
技術・家庭,1684,イ　技術を評価し，適切な選択と管理・運用の在り方や，新たな発想に基づく改良と応用について考えること。,83C1203132000000
技術・家庭,1685,Ｂ　生物育成の技術,83C1203200000000
技術・家庭,1686,(1) 生活や社会を支える生物育成の技術について調べる活動などを通して，次の事項を身に付けることができるよう指導する。,83C1203210000000
技術・家庭,1687,ア　育成する生物の成長，生態の特性等の原理・法則と，育成環境の調節方法等の基礎的な技術の仕組みについて理解すること。,83C1203211000000
技術・家庭,1688,イ　技術に込められた問題解決の工夫について考えること。,83C1203212000000
技術・家庭,1689,(2) 生活や社会における問題を，生物育成の技術によって解決する活動を通して，次の事項を身に付けることができるよう指導する。,83C1203220000000
技術・家庭,1690,ア　安全・適切な栽培又は飼育，検査等ができること。,83C1203221000000
技術・家庭,1691,イ　問題を見いだして課題を設定し，育成環境の調節方法を構想して育成計画を立てるとともに，栽培又は飼育の過程や結果の評価，改善及び修正について考えること。,83C1203222000000
技術・家庭,1692,(3) これからの社会の発展と生物育成の技術の在り方を考える活動などを通して，次の事項を身に付けることができるよう指導する。,83C1203230000000
技術・家庭,1693,ア　生活や社会，環境との関わりを踏まえて，技術の概念を理解すること。,83C1203231000000
技術・家庭,1694,イ　技術を評価し，適切な選択と管理・運用の在り方や，新たな発想に基づく改良と応用について考えること。,83C1203232000000
技術・家庭,1695,Ｃ　エネルギー変換の技術,83C1203300000000
技術・家庭,1696,(1) 生活や社会を支えるエネルギー変換の技術について調べる活動などを通して，次の事項を身に付けることができるよう指導する。,83C1203310000000
技術・家庭,1697,ア　電気，運動，熱の特性等の原理・法則と，エネルギーの変換や伝達等に関わる基礎的な技術の仕組み及び保守点検の必要性について理解すること。,83C1203311000000
技術・家庭,1698,イ　技術に込められた問題解決の工夫について考えること。,83C1203312000000
技術・家庭,1699,(2) 生活や社会における問題を，エネルギー変換の技術によって解決する活動を通して，次の事項を身に付けることができるよう指導する。,83C1203320000000
技術・家庭,1700,ア　安全・適切な製作，実装，点検及び調整等ができること。,83C1203321000000
技術・家庭,1701,イ　問題を見いだして課題を設定し，電気回路又は力学的な機構等を構想して設計を具体化するとともに，製作の過程や結果の評価，改善及び修正について考えること。,83C1203322000000
技術・家庭,1702,(3) これからの社会の発展とエネルギー変換の技術の在り方を考える活動などを通して，次の事項を身に付けることができるよう指導する。,83C1203330000000
技術・家庭,1703,ア　生活や社会，環境との関わりを踏まえて，技術の概念を理解すること。,83C1203331000000
技術・家庭,1704,イ　技術を評価し，適切な選択と管理・運用の在り方や，新たな発想に基づく改良と応用について考えること。,83C1203332000000
技術・家庭,1705,Ｄ　情報の技術,83C1203400000000
技術・家庭,1706,(1) 生活や社会を支える情報の技術について調べる活動などを通して，次の事項を身に付けることができるよう指導する。,83C1203410000000
技術・家庭,1707,ア　情報の表現，記録，計算，通信の特性等の原理・法則と，情報のデジタル化や処理の自動化，システム化，情報セキュリティ等に関わる基礎的な技術の仕組み及び情報モラルの必要性について理解すること。,83C1203411000000
技術・家庭,1708,イ　技術に込められた問題解決の工夫について考えること。,83C1203412000000
技術・家庭,1709,(2) 生活や社会における問題を，ネットワークを利用した双方向性のあるコンテンツのプログラミングによって解決する活動を通して，次の事項を身に付けることができるよう指導する。,83C1203420000000
技術・家庭,1710,ア　情報通信ネットワークの構成と，情報を利用するための基本的な仕組みを理解し，安全・適切なプログラムの制作，動作の確認及びデバッグ等ができること。,83C1203421000000
技術・家庭,1711,イ　問題を見いだして課題を設定し，使用するメディアを複合する方法とその効果的な利用方法等を構想して情報処理の手順を具体化するとともに，制作の過程や結果の評価，改善及び修正について考えること。,83C1203422000000
技術・家庭,1712,(3) 生活や社会における問題を，計測・制御のプログラミングによって解決する活動を通して，次の事項を身に付けることができるよう指導する。,83C1203430000000
技術・家庭,1713,ア　計測・制御システムの仕組みを理解し，安全・適切なプログラムの制作，動作の確認及びデバッグ等ができること。,83C1203431000000
技術・家庭,1714,イ　問題を見いだして課題を設定し，入出力されるデータの流れを元に計測・制御システムを構想して情報処理の手順を具体化するとともに，制作の過程や結果の評価，改善及び修正について考えること。,83C1203432000000
技術・家庭,1715,(4) これからの社会の発展と情報の技術の在り方を考える活動などを通して，次の事項を身に付けることができるよう指導する。,83C1203440000000
技術・家庭,1716,ア　生活や社会，環境との関わりを踏まえて，技術の概念を理解すること。,83C1203441000000
技術・家庭,1717,イ　技術を評価し，適切な選択と管理・運用の在り方や，新たな発想に基づく改良と応用について考えること。,83C1203442000000
技術・家庭,1718,３　内容の取扱い,83C1205000000000
技術・家庭,1719,(1) 内容の「Ａ材料と加工の技術」については，次のとおり取り扱うものとする。,83C1205100000000
技術・家庭,1720,ア　(1)については，我が国の伝統的な技術についても扱い，緻密なものづくりの技などが我が国の伝統や文化を支えてきたことに気付かせること。,83C1205110000000
技術・家庭,1721,イ　(2)の製作に必要な図については，主として等角図及び第三角法による図法を扱うこと。,83C1205120000000
技術・家庭,1722,(2) 内容の「Ｂ生物育成の技術」については，次のとおり取り扱うものとする。,83C1205200000000
技術・家庭,1723,ア　(1)については，作物の栽培，動物の飼育及び水産生物の栽培のいずれも扱うこと。,83C1205210000000
技術・家庭,1724,イ　(2)については，地域固有の生態系に影響を及ぼすことのないよう留意するとともに，薬品を使用する場合には，使用上の基準及び注意事項を遵守させること。,83C1205220000000
技術・家庭,1725,(3) 内容の「Ｃエネルギー変換の技術」の(1)については，電気機器や屋内配線等の生活の中で使用する製品やシステムの安全な使用についても扱うものとする。,83C1205300000000
技術・家庭,1726,(4) 内容の「Ｄ情報の技術」については，次のとおり取り扱うものとする。,83C1205400000000
技術・家庭,1727,ア　(1)については，情報のデジタル化の方法と情報の量，著作権を含めた知的財産権，発信した情報に対する責任，及び社会におけるサイバーセキュリティが重要であることについても扱うこと。,83C1205410000000
技術・家庭,1728,イ　(2)については，コンテンツに用いる各種メディアの基本的な特徴や，個人情報の保護の必要性についても扱うこと。,83C1205420000000
技術・家庭,1729,(5) 各内容における(1)については，次のとおり取り扱うものとする。,83C1205500000000
技術・家庭,1730,ア　アで取り上げる原理や法則に関しては，関係する教科との連携を図ること。,83C1205510000000
技術・家庭,1731,イ　イでは，社会からの要求，安全性，環境負荷や経済性などに着目し，技術が最適化されてきたことに気付かせること。,83C1205520000000
技術・家庭,1732,ウ　第１学年の最初に扱う内容では，３年間の技術分野の学習の見通しを立てさせるために，内容の「Ａ材料と加工の技術」から「Ｄ情報の技術」までに示す技術について触れること。,83C1215530000000
技術・家庭,1733,(6) 各内容における(2)及び内容の「Ｄ情報の技術」の(3)については，次のとおり取り扱うものとする。,83C1205600000000
技術・家庭,1734,ア　イでは，各内容の(1)のイで気付かせた見方・考え方により問題を見いだして課題を設定し，自分なりの解決策を構想させること。,83C1205610000000
技術・家庭,1735,イ　知的財産を創造，保護及び活用しようとする態度，技術に関わる倫理観，並びに他者と協働して粘り強く物事を前に進める態度を養うことを目指すこと。,83C1205620000000
技術・家庭,1736,ウ　第３学年で取り上げる内容では，これまでの学習を踏まえた統合的な問題について扱うこと。,83C1235630000000
技術・家庭,1737,エ　製作・制作・育成場面で使用する工具・機器や材料等については，図画工作科等の学習経験を踏まえるとともに，安全や健康に十分に配慮して選択すること。,83C1205640000000
技術・家庭,1738,(7) 内容の「Ａ材料と加工の技術」，「Ｂ生物育成の技術」，「Ｃエネルギー変換の技術」の(3)及び内容の「Ｄ情報の技術」の(4)については，技術が生活の向上や産業の継承と発展，資源やエネルギーの有効利用，自然環境の保全等に貢献していることについても扱うものとする。,83C1205700000000
技術・家庭,1739,〔家庭分野〕,83C2200000000000
技術・家庭,1740,"１　目標
生活の営みに係る見方・考え方を働かせ，衣食住などに関する実践的・体験的な活動を通して，よりよい生活の実現に向けて，生活を工夫し創造する資質・能力を次のとおり育成することを目指す。",83C2202000000000
技術・家庭,1741,(1) 家族・家庭の機能について理解を深め，家族・家庭，衣食住，消費や環境などについて，生活の自立に必要な基礎的な理解を図るとともに，それらに係る技能を身に付けるようにする。,83C2202100000000
技術・家庭,1742,(2) 家族・家庭や地域における生活の中から問題を見いだして課題を設定し，解決策を構想し，実践を評価・改善し，考察したことを論理的に表現するなど，これからの生活を展望して課題を解決する力を養う。,83C2202200000000
技術・家庭,1743,(3) 自分と家族，家庭生活と地域との関わりを考え，家族や地域の人々と協働し，よりよい生活の実現に向けて，生活を工夫し創造しようとする実践的な態度を養う。,83C2202300000000
技術・家庭,1744,２　内容,83C2203000000000
技術・家庭,1745,"Ａ　家族・家庭生活
次の(1)から(4)までの項目について，課題をもって，家族や地域の人々と協力・協働し，よりよい家庭生活に向けて考え，工夫する活動を通して，次の事項を身に付けることができるよう指導する。",83C2203100000000
技術・家庭,1746,(1) 自分の成長と家族・家庭生活,83C2213110000000
技術・家庭,1747,ア　自分の成長と家族や家庭生活との関わりが分かり，家族・家庭の基本的な機能について理解するとともに，家族や地域の人々と協力・協働して家庭生活を営む必要があることに気付くこと。,83C2213111000000
技術・家庭,1748,(2) 幼児の生活と家族,83C2203120000000
技術・家庭,1749,ア　次のような知識を身に付けること。,83C2203121000000
技術・家庭,1750,(ｱ) 幼児の発達と生活の特徴が分かり，子供が育つ環境としての家族の役割について理解すること。,83C2203121100000
技術・家庭,1751,(ｲ) 幼児にとっての遊びの意義や幼児との関わり方について理解すること。,83C2203121200000
技術・家庭,1752,イ　幼児とのよりよい関わり方について考え，工夫すること。,83C2203122000000
技術・家庭,1753,(3) 家族・家庭や地域との関わり,83C2203130000000
技術・家庭,1754,ア　次のような知識を身に付けること。,83C2203131000000
技術・家庭,1755,(ｱ) 家族の互いの立場や役割が分かり，協力することによって家族関係をよりよくできることについて理解すること。,83C2203131100000
技術・家庭,1756,(ｲ) 家庭生活は地域との相互の関わりで成り立っていることが分かり，高齢者など地域の人々と協働する必要があることや介護など高齢者との関わり方について理解すること。,83C2203131200000
技術・家庭,1757,イ　家族関係をよりよくする方法及び高齢者など地域の人々と関わり，協働する方法について考え，工夫すること。,83C2203132000000
技術・家庭,1758,(4) 家族・家庭生活についての課題と実践,83C2203140000000
技術・家庭,1759,ア　家族，幼児の生活又は地域の生活の中から問題を見いだして課題を設定し，その解決に向けてよりよい生活を考え，計画を立てて実践できること。,83C2203141000000
技術・家庭,1760,"Ｂ　衣食住の生活
次の(1)から(7)までの項目について，課題をもって，健康・快適・安全で豊かな食生活，衣生活，住生活に向けて考え，工夫する活動を通して，次の事項を身に付けることができるよう指導する。",83C2203200000000
技術・家庭,1761,(1) 食事の役割と中学生の栄養の特徴,83C2203210000000
技術・家庭,1762,ア　次のような知識を身に付けること。,83C2203211000000
技術・家庭,1763,(ｱ) 生活の中で食事が果たす役割について理解すること。,83C2203211100000
技術・家庭,1764,(ｲ) 中学生に必要な栄養の特徴が分かり，健康によい食習慣について理解すること。,83C2203211200000
技術・家庭,1765,イ　健康によい食習慣について考え，工夫すること。,83C2203212000000
技術・家庭,1766,(2) 中学生に必要な栄養を満たす食事,83C2203220000000
